draw,seats,natl,AK,AL,AR,AZ,CO,DE,GA,GA-S,IA,ID,IL,KS,KY,LA,MA,ME,MI,MN,MS,MT,NC,NE,NH,NJ,NM,OK,OR,RI,SC,SD,TN,TX,VA,WV,WY
1281,50,0.535751,0.422997,0.353283,0.2101,0.479766,0.525345,0.634127,0.565699,0.535221,0.442237,0.463566,0.576406,0.450579,0.457734,0.425823,0.688512,0.533935,0.540268,0.554004,0.412796,0.492485,0.44179,0.295905,0.536073,0.597651,0.46802,0.380814,0.570586,0.76093,0.474034,0.419071,0.434549,0.460763,0.587219,0.362588,0.32999
1282,54,0.53934,0.506387,0.455059,0.552695,0.51445,0.577551,0.700205,0.494926,0.544048,0.517171,0.403852,0.653011,0.483343,0.416369,0.333705,0.675768,0.541158,0.616492,0.520163,0.472788,0.493734,0.48568,0.334974,0.577986,0.64413,0.623669,0.42786,0.640196,0.707011,0.454447,0.383556,0.420525,0.492299,0.563283,0.371389,0.355099
1283,47,0.52564,0.437838,0.43664,0.348926,0.487324,0.52852,0.670776,0.479655,0.496549,0.44684,0.345695,0.6279,0.40301,0.438062,0.414602,0.67619,0.489203,0.478273,0.581512,0.415824,0.474083,0.484698,0.262027,0.574099,0.632006,0.479006,0.330184,0.568704,0.74178,0.514807,0.407251,0.380952,0.444723,0.609392,0.368429,0.285416
1284,51,0.534059,0.460198,0.472096,0.45398,0.486341,0.415754,0.648795,0.500615,0.478578,0.478187,0.324134,0.635757,0.441711,0.362988,0.314263,0.667946,0.510276,0.567609,0.573499,0.503335,0.487057,0.519112,0.27292,0.600434,0.6594,0.475635,0.347977,0.650688,0.706662,0.56041,0.327122,0.376227,0.454677,0.538487,0.429211,0.312381
1285,51,0.536036,0.453708,0.478141,0.458394,0.493078,0.422053,0.64453,0.503876,0.486472,0.485536,0.336879,0.634537,0.452249,0.374732,0.321332,0.665455,0.512903,0.5736,0.570287,0.512509,0.496056,0.520851,0.285265,0.606325,0.655132,0.482583,0.347477,0.642396,0.737634,0.561218,0.342072,0.378339,0.464469,0.540781,0.440511,0.321274
1286,54,0.546936,0.455245,0.459256,0.508764,0.538014,0.495147,0.721388,0.566782,0.578413,0.479783,0.37518,0.66359,0.411583,0.416977,0.387884,0.681831,0.526971,0.59953,0.61857,0.48017,0.478284,0.5365,0.272545,0.62897,0.677221,0.508473,0.384858,0.648547,0.820172,0.601226,0.365459,0.416403,0.459418,0.634732,0.361869,0.334201
1287,52,0.53449,0.454277,0.385806,0.40857,0.545935,0.559503,0.689799,0.486785,0.516988,0.523661,0.328676,0.649938,0.424781,0.432954,0.37569,0.695874,0.540729,0.567673,0.577568,0.504331,0.444904,0.522153,0.227012,0.498802,0.656002,0.464638,0.406546,0.702304,0.786712,0.482267,0.412064,0.374333,0.463946,0.552296,0.379182,0.317062
1288,52,0.55481,0.489465,0.483829,0.384924,0.490987,0.521577,0.686907,0.489509,0.574682,0.556404,0.333867,0.69299,0.459933,0.492455,0.473447,0.700483,0.586644,0.575623,0.573957,0.451126,0.52911300000000006,0.497643,0.334008,0.601089,0.661228,0.604137,0.393158,0.562196,0.776316,0.45724,0.471564,0.483995,0.497092,0.684483,0.443764,0.399258
1289,54,0.556516,0.520128,0.423336,0.409546,0.494118,0.532238,0.677024,0.503476,0.516647,0.511692,0.392032,0.697762,0.425965,0.470975,0.402161,0.727347,0.591379,0.58287,0.522727,0.358378,0.452662,0.475538,0.276179,0.570197,0.680701,0.549974,0.381282,0.629821,0.673821,0.389391,0.386421,0.458189,0.502756,0.669832,0.41463,0.331198
1290,55,0.53572,0.553945,0.424814,0.393438,0.547222,0.569308,0.692129,0.564763,0.577377,0.465262,0.38645,0.666749,0.396661,0.470754,0.381653,0.670879,0.521582,0.576346,0.589644,0.53136,0.436509,0.541885,0.28607900000000003,0.583597,0.637356,0.521634,0.463782,0.683552,0.83557,0.48555,0.422205,0.419664,0.461795,0.60868,0.362376,0.387349
1291,54,0.548836,0.487708,0.459425,0.474353,0.54395,0.531746,0.719559,0.590044,0.461089,0.464831,0.357993,0.62589,0.543563,0.457094,0.393847,0.630469,0.51178,0.52945,0.520998,0.422954,0.443807,0.543573,0.274659,0.579769,0.646868,0.518015,0.354605,0.60577,0.560279,0.519384,0.346348,0.439214,0.429504,0.594514,0.332405,0.289268
1292,51,0.555979,0.489635,0.460468,0.314631,0.575158,0.581564,0.65404,0.642276,0.495841,0.485402,0.373582,0.687891,0.443108,0.437562,0.355437,0.730783,0.480002,0.607316,0.56141,0.473759,0.462989,0.546757,0.316591,0.567633,0.630929,0.553834,0.380759,0.759808,0.763462,0.47598,0.360633,0.415477,0.429603,0.591877,0.421632,0.308852
1293,51,0.536308,0.497741,0.4629,0.322988,0.482367,0.564481,0.705886,0.389799,0.523265,0.489723,0.402226,0.626362,0.446093,0.462462,0.434847,0.628317,0.558605,0.513368,0.573541,0.503568,0.509244,0.490133,0.287554,0.637579,0.687416,0.550526,0.392944,0.460922,0.7762,0.482986,0.407451,0.410983,0.488322,0.598779,0.35668,0.330077
1294,53,0.553266,0.443006,0.464916,0.489407,0.557447,0.538767,0.651349,0.580479,0.423907,0.502204,0.344686,0.650887,0.458994,0.375702,0.398004,0.686175,0.575696,0.593415,0.586186,0.443644,0.469939,0.503959,0.337361,0.507014,0.668706,0.60292,0.378158,0.689659,0.782225,0.491336,0.425016,0.405434,0.441059,0.588898,0.384904,0.376635
1295,47,0.515193,0.470745,0.387443,0.295835,0.484589,0.504058,0.637602,0.508714,0.416431,0.466967,0.288894,0.659909,0.4007,0.352774,0.386339,0.649159,0.479358,0.492071,0.493526,0.357778,0.471948,0.507123,0.291833,0.522671,0.578713,0.499751,0.352883,0.591777,0.72173,0.409947,0.473163,0.417775,0.431546,0.52916,0.39651,0.278377
1296,53,0.538565,0.501527,0.380471,0.31304,0.52002,0.513625,0.699548,0.532556,0.404441,0.480996,0.260036,0.698962,0.453865,0.402678,0.336049,0.699408,0.528831,0.541042,0.574201,0.398796,0.543305,0.51722,0.255836,0.630749,0.656158,0.446171,0.32802,0.605041,0.844789,0.47741,0.452025,0.435139,0.411358,0.545196,0.363819,0.240916
1297,53,0.538717,0.435268,0.395407,0.510598,0.489956,0.541366,0.734156,0.531248,0.424113,0.495605,0.306845,0.691627,0.409981,0.395459,0.367715,0.637416,0.51485,0.519487,0.576124,0.394468,0.525137,0.504529,0.298726,0.617708,0.691004,0.507943,0.318393,0.612522,0.768797,0.433799,0.437881,0.488326,0.410806,0.528953,0.418624,0.318395
1298,47,0.529267,0.454561,0.39693,0.342239,0.498672,0.499129,0.681594,0.536349,0.415667,0.464363,0.285498,0.676156,0.40887,0.393969,0.366342,0.626124,0.486252,0.488373,0.563227,0.416022,0.550425,0.487712,0.264304,0.586483,0.618122,0.481185,0.294819,0.620793,0.745657,0.410175,0.40532,0.493374,0.395391,0.527109,0.410548,0.293923
1299,47,0.514396,0.422284,0.471535,0.326478,0.476897,0.495081,0.535037,0.497763,0.479961,0.473951,0.304878,0.653607,0.356837,0.371127,0.450713,0.666601,0.486042,0.544386,0.484722,0.46974900000000003,0.383003,0.547916,0.382477,0.56491,0.597021,0.523795,0.345557,0.562883,0.7188,0.427562,0.316842,0.426595,0.441938,0.583074,0.377711,0.276292
1300,54,0.538029,0.446462,0.474207,0.360819,0.530766,0.502372,0.631814,0.556968,0.574248,0.471561,0.392543,0.684411,0.435069,0.433169,0.344059,0.628758,0.509924,0.541486,0.558146,0.371627,0.435496,0.518485,0.326279,0.595999,0.612816,0.561471,0.375505,0.635713,0.722845,0.551219,0.422582,0.402905,0.439885,0.632672,0.399886,0.382299
1301,53,0.546059,0.453396,0.465285,0.431479,0.532308,0.516631,0.68795,0.527334,0.528726,0.465356,0.375174,0.667605,0.460319,0.423623,0.369046,0.66247,0.529692,0.557923,0.551369,0.406766,0.439264,0.499366,0.361125,0.610413,0.663981,0.581201,0.337802,0.654574,0.668148,0.533198,0.42249,0.407469,0.421097,0.614784,0.363926,0.365004
1302,54,0.531417,0.517151,0.436049,0.385954,0.502857,0.541864,0.678012,0.48887,0.465529,0.518572,0.344889,0.601529,0.45304,0.467505,0.389351,0.682486,0.553126,0.56164,0.579021,0.481913,0.512938,0.520331,0.256896,0.570918,0.6553,0.529636,0.39828,0.589587,0.793513,0.427362,0.370019,0.391352,0.499313,0.578814,0.39318,0.258859
1303,47,0.516672,0.446242,0.428692,0.383554,0.456366,0.483154,0.667716,0.488314,0.441008,0.499962,0.331126,0.546454,0.363873,0.4399,0.443323,0.654595,0.470679,0.591448,0.580842,0.465792,0.465241,0.480051,0.270952,0.60569,0.617368,0.538477,0.407245,0.639006,0.685023,0.408771,0.332897,0.350476,0.446029,0.56972,0.382257,0.265456
1304,53,0.552197,0.485885,0.444543,0.392616,0.565411,0.546806,0.632118,0.497504,0.534251,0.487226,0.316667,0.743942,0.48574,0.476963,0.384089,0.665057,0.53957,0.549881,0.548536,0.43397,0.466051,0.512439,0.31641,0.563692,0.679525,0.538027,0.368244,0.551048,0.757207,0.525496,0.456507,0.388527,0.450872,0.610703,0.338536,0.36423
1305,52,0.538487,0.448548,0.463768,0.422774,0.488264,0.581715,0.692881,0.548306,0.481457,0.510229,0.413497,0.606464,0.421088,0.4583,0.448477,0.702561,0.508833,0.611593,0.60621100000000006,0.48874,0.48535,0.546403,0.296335,0.632001,0.622168,0.552546,0.416598,0.707818,0.708869,0.454718,0.329669,0.417933,0.478921,0.609077,0.375974,0.293932
1306,54,0.545879,0.535923,0.441111,0.369648,0.493608,0.584652,0.710281,0.539908,0.55024,0.49606,0.353875,0.67216,0.50123,0.476026,0.333983,0.663179,0.487327,0.523938,0.551928,0.474606,0.497128,0.552642,0.373633,0.589098,0.705698,0.559996,0.381355,0.547514,0.776465,0.517792,0.497198,0.409183,0.466299,0.620349,0.398276,0.315965
1307,51,0.539138,0.474923,0.453969,0.435182,0.552903,0.527797,0.667685,0.498705,0.485538,0.522415,0.357335,0.67364,0.418016,0.424068,0.434936,0.679918,0.555588,0.634197,0.589486,0.45281,0.485469,0.480733,0.26402,0.586042,0.626852,0.542952,0.385547,0.676176,0.793341,0.475654,0.357902,0.426938,0.464494,0.564626,0.372625,0.361911
1308,53,0.545361,0.500004,0.42238,0.316094,0.493581,0.54477,0.703416,0.503929,0.514742,0.526357,0.309897,0.62909,0.469405,0.478682,0.365626,0.619708,0.471827,0.486084,0.51735,0.459732,0.469105,0.547477,0.376858,0.576533,0.682514,0.555272,0.394991,0.534454,0.736038,0.512824,0.430539,0.369075,0.435327,0.580601,0.37373,0.279672
1309,52,0.538172,0.489628,0.470622,0.428746,0.476176,0.520568,0.654338,0.519446,0.537301,0.439011,0.339804,0.631604,0.469757,0.426139,0.426831,0.659487,0.559418,0.626763,0.555663,0.446201,0.469243,0.535257,0.263037,0.63213,0.585602,0.507369,0.362659,0.612119,0.668113,0.47813,0.349416,0.383988,0.375237,0.573513,0.379101,0.344116
1310,50,0.522379,0.386304,0.44663,0.309887,0.47677,0.493779,0.703034,0.508662,0.516346,0.469437,0.280048,0.587755,0.455305,0.38852,0.316633,0.672992,0.48465,0.591789,0.572733,0.487771,0.373893,0.518843,0.263296,0.561025,0.61632,0.452209,0.387639,0.528745,0.798593,0.538685,0.400313,0.387829,0.403144,0.522539,0.370678,0.288606
1311,59,0.566124,0.522242,0.517379,0.440852,0.555888,0.604002,0.701485,0.51341,0.527663,0.567614,0.365299,0.719106,0.482805,0.530484,0.411238,0.74068,0.561317,0.633175,0.602228,0.538015,0.487365,0.558002,0.325119,0.602349,0.670965,0.580355,0.441038,0.611765,0.802595,0.535873,0.393301,0.422252,0.464424,0.563544,0.423069,0.397713
1312,58,0.579945,0.478931,0.549414,0.471194,0.576516,0.582284,0.717391,0.52964,0.581908,0.504644,0.409715,0.703948,0.476868,0.554667,0.407678,0.737407,0.550501,0.655758,0.620769,0.529443,0.499117,0.62224,0.310543,0.6605,0.713192,0.532595,0.433136,0.702859,0.621799,0.493533,0.422328,0.452952,0.534686,0.679652,0.464062,0.358783
1313,48,0.54312,0.443085,0.425391,0.394755,0.472833,0.532973,0.691533,0.434836,0.480223,0.473448,0.37219,0.649825,0.438099,0.383591,0.379487,0.714979,0.514277,0.538881,0.5884,0.498685,0.420472,0.502498,0.28635,0.529736,0.644609,0.470887,0.348533,0.535662,0.708733,0.456436,0.398076,0.415173,0.480805,0.494894,0.334821,0.268036
1314,55,0.544442,0.481092,0.440443,0.384616,0.545902,0.564837,0.64868,0.518132,0.513716,0.500967,0.30677,0.67848,0.431817,0.498416,0.393527,0.6271,0.53616,0.573556,0.53132,0.391065,0.505741,0.542016,0.299391,0.605777,0.636833,0.598258,0.390478,0.711654,0.74746,0.464213,0.389418,0.379158,0.483765,0.673002,0.399056,0.394666
1315,56,0.539674,0.465261,0.427523,0.373241,0.563049,0.559343,0.666699,0.526996,0.523635,0.501511,0.288736,0.682907,0.408549,0.524649,0.38545,0.626646,0.556257,0.583914,0.543462,0.401707,0.509037,0.538218,0.29476,0.584524,0.626743,0.583223,0.409536,0.6762,0.75703,0.470972,0.405595,0.366425,0.479963,0.662671,0.410121,0.370017
1316,59,0.551412,0.536052,0.467191,0.517775,0.528834,0.555371,0.696993,0.58783,0.537702,0.526025,0.48749,0.653618,0.508089,0.408497,0.431123,0.757112,0.562133,0.559446,0.613305,0.564748,0.492427,0.517201,0.34321,0.61167,0.70225,0.583428,0.407432,0.58272,0.744296,0.50667,0.440905,0.49586,0.455437,0.56059,0.388276,0.303794
1317,46,0.53843,0.401235,0.405011,0.31194,0.517805,0.493118,0.679774,0.461012,0.44091,0.443395,0.282997,0.653382,0.401107,0.454103,0.394537,0.608203,0.441209,0.55551,0.496024,0.40093,0.415144,0.493384,0.299551,0.534469,0.593816,0.496631,0.39377,0.626247,0.74137,0.458552,0.365731,0.329726,0.430128,0.58196,0.312519,0.304856
1318,59,0.546841,0.555486,0.47015,0.357205,0.511897,0.570816,0.736711,0.546803,0.549906,0.522138,0.400237,0.665921,0.483743,0.402731,0.382681,0.724187,0.616957,0.562271,0.623607,0.513702,0.543927,0.536904,0.28736,0.65446,0.69509,0.585786,0.345866,0.628161,0.729184,0.568375,0.429817,0.444619,0.507703,0.597144,0.412016,0.342012
1319,56,0.540084,0.484325,0.436339,0.380553,0.485994,0.552477,0.65305,0.530729,0.554334,0.527398,0.355808,0.627729,0.479071,0.391832,0.376654,0.741089,0.599265,0.552179,0.609007,0.485199,0.545881,0.509453,0.318405,0.606486,0.621205,0.542199,0.337701,0.60533,0.785842,0.549022,0.370636,0.430242,0.511159,0.606774,0.43599,0.34904
1320,52,0.553827,0.48191,0.477602,0.453398,0.52652,0.601069,0.701556,0.459846,0.458592,0.499347,0.391891,0.61331,0.43938,0.446506,0.398614,0.673542,0.525807,0.597037,0.557878,0.414654,0.425688,0.528262,0.294296,0.600841,0.689317,0.508969,0.372362,0.634035,0.71861,0.504553,0.452069,0.47755,0.458636,0.563909,0.346952,0.328946
1321,50,0.531043,0.42224,0.468312,0.371274,0.557476,0.458617,0.627197,0.466327,0.524639,0.454495,0.346483,0.659254,0.456412,0.39173,0.376748,0.745074,0.56596,0.55665,0.557299,0.436606,0.444251,0.474447,0.341609,0.546063,0.593756,0.603517,0.3633,0.609089,0.815508,0.471052,0.394035,0.392775,0.445293,0.579836,0.388579,0.277712
1322,53,0.539834,0.481505,0.390966,0.440444,0.531725,0.552907,0.694715,0.540422,0.537765,0.492279,0.379909,0.61753,0.480221,0.461069,0.340449,0.708721,0.540236,0.547325,0.534472,0.497216,0.46785,0.490011,0.330434,0.601943,0.681019,0.558794,0.359941,0.677305,0.67674,0.49596,0.465905,0.434728,0.517735,0.598807,0.414583,0.362782
1323,56,0.545961,0.509309,0.453834,0.420834,0.512515,0.519139,0.693346,0.519157,0.521744,0.49579,0.376937,0.69593,0.431496,0.477653,0.432685,0.657708,0.542215,0.585802,0.548709,0.413663,0.517087,0.504855,0.236497,0.630624,0.593368,0.513048,0.401019,0.576955,0.7227,0.503749,0.393668,0.410345,0.400421,0.615067,0.34179,0.311017
1324,56,0.548434,0.476469,0.472565,0.419736,0.5089,0.582671,0.722653,0.567485,0.478733,0.535787,0.33026,0.697483,0.518743,0.459672,0.362645,0.694805,0.542364,0.552836,0.591988,0.465959,0.485404,0.554743,0.305226,0.564374,0.674848,0.561336,0.405197,0.684918,0.787536,0.519284,0.47357900000000003,0.390247,0.526332,0.579802,0.402887,0.33877
1325,54,0.529121,0.526151,0.447147,0.351801,0.54404,0.517144,0.697966,0.566291,0.482963,0.536483,0.360875,0.628305,0.461908,0.364655,0.306277,0.590351,0.541004,0.498186,0.535838,0.436545,0.514749,0.478381,0.289482,0.591648,0.683595,0.550625,0.383622,0.643596,0.589623,0.5025,0.447741,0.38588,0.459175,0.614272,0.38845,0.336722
1326,57,0.552037,0.441314,0.478811,0.32438,0.458566,0.507522,0.745048,0.531444,0.547106,0.523496,0.344793,0.684788,0.463876,0.520927,0.484842,0.646364,0.580378,0.640258,0.639409,0.512786,0.493877,0.53568,0.284589,0.611311,0.716044,0.641665,0.436881,0.628712,0.831221,0.519712,0.450205,0.497317,0.546075,0.66902,0.467123,0.427839
1327,52,0.5313,0.534598,0.434875,0.440803,0.588978,0.616995,0.595215,0.569954,0.456118,0.486416,0.365234,0.649833,0.438709,0.413047,0.294459,0.673526,0.468346,0.518594,0.502472,0.401916,0.475202,0.519649,0.37119,0.571607,0.602347,0.508389,0.347672,0.587528,0.629386,0.404131,0.365305,0.347354,0.385384,0.54074,0.303268,0.251314
1328,48,0.525462,0.423127,0.38824,0.313574,0.37082,0.464256,0.697491,0.470117,0.479898,0.451315,0.35442,0.594987,0.379584,0.433141,0.41275,0.634833,0.588701,0.555002,0.550582,0.480469,0.428768,0.467053,0.258484,0.574409,0.649061,0.528689,0.331903,0.596641,0.782997,0.414587,0.402035,0.41047,0.466339,0.561657,0.342216,0.288125
1329,54,0.556805,0.453772,0.436976,0.479151,0.448787,0.56621,0.675086,0.594875,0.505381,0.537835,0.426144,0.670309,0.489828,0.423747,0.413997,0.755907,0.576847,0.635896,0.581908,0.397853,0.416128,0.502653,0.321378,0.580903,0.653734,0.565874,0.369796,0.658136,0.67841,0.477416,0.424902,0.527966,0.49475,0.643851,0.42098,0.362054
1330,52,0.537397,0.426256,0.448554,0.27542,0.510132,0.596891,0.684536,0.485334,0.444498,0.498817,0.339202,0.642964,0.431763,0.374687,0.431313,0.640023,0.547011,0.553854,0.528139,0.495074,0.47213,0.500152,0.251246,0.610105,0.62293,0.55637,0.395915,0.552387,0.817892,0.428563,0.457018,0.398845,0.503548,0.583036,0.391806,0.383695
1331,59,0.558285,0.526406,0.497804,0.482815,0.524135,0.570138,0.72096,0.55908,0.559205,0.490147,0.427605,0.609343,0.532536,0.547813,0.403762,0.72876,0.587112,0.589527,0.65875,0.522389,0.51075,0.528096,0.348503,0.586288,0.702956,0.582838,0.359645,0.613944,0.684512,0.53282,0.349931,0.475728,0.449963,0.616666,0.406149,0.316469
1332,54,0.554629,0.540265,0.493703,0.294131,0.522914,0.570582,0.662606,0.496045,0.521054,0.530412,0.391128,0.705983,0.435496,0.452642,0.373485,0.709772,0.594605,0.555489,0.586548,0.435963,0.456906,0.532898,0.268841,0.61104,0.632623,0.559173,0.468937,0.645596,0.789785,0.489672,0.479851,0.398782,0.446284,0.625094,0.408967,0.340006
1333,54,0.548106,0.546394,0.505299,0.43364,0.544689,0.573557,0.622524,0.498778,0.496005,0.5538,0.450513,0.669348,0.393215,0.464265,0.37876,0.703406,0.57893,0.588529,0.589672,0.38766,0.461313,0.505463,0.289523,0.64357,0.693048,0.537574,0.434368,0.705669,0.759233,0.489848,0.437807,0.446362,0.434704,0.579187,0.402879,0.349825
1334,52,0.535882,0.439595,0.37766,0.374687,0.476277,0.530127,0.726316,0.531975,0.54902,0.459091,0.381289,0.612048,0.492488,0.416381,0.478151,0.62028,0.499119,0.525853,0.594909,0.452063,0.479849,0.501573,0.31971,0.516339,0.604686,0.558669,0.367484,0.524061,0.685949,0.509219,0.412727,0.41982,0.438488,0.632484,0.377482,0.370467
1335,53,0.545426,0.531834,0.481424,0.512967,0.562746,0.546493,0.660081,0.47613,0.464508,0.526213,0.368651,0.717159,0.397556,0.444458,0.267764,0.730761,0.574301,0.589691,0.530538,0.438204,0.439266,0.476893,0.321516,0.595972,0.674057,0.559862,0.393272,0.637794,0.797607,0.475883,0.400468,0.381217,0.452758,0.55373000000000006,0.43636,0.347364
1336,57,0.557898,0.566162,0.437813,0.396589,0.596236,0.616332,0.700582,0.534283,0.570265,0.506353,0.41097,0.702409,0.462399,0.476063,0.403532,0.668921,0.531202,0.60386,0.578549,0.543176,0.471318,0.538445,0.302061,0.65441,0.6334,0.580937,0.398736,0.67355,0.778682,0.579602,0.413046,0.423941,0.45436,0.632594,0.441336,0.395783
1337,53,0.537229,0.44285,0.485565,0.362278,0.492985,0.497674,0.639539,0.498425,0.505636,0.52048,0.414722,0.689036,0.506219,0.487185,0.455369,0.712032,0.564617,0.574797,0.541228,0.457836,0.521063,0.506933,0.320035,0.575935,0.685456,0.551402,0.384319,0.594301,0.776285,0.448598,0.446845,0.436815,0.483768,0.611763,0.345045,0.32308
1338,54,0.539641,0.556913,0.460011,0.502172,0.501067,0.485589,0.740095,0.505867,0.477934,0.487711,0.335133,0.638413,0.504266,0.470826,0.370245,0.71071,0.551386,0.544158,0.538318,0.418658,0.440428,0.50238,0.259533,0.571587,0.675233,0.523068,0.351959,0.614466,0.788429,0.46001,0.384725,0.41955,0.480649,0.598544,0.428202,0.371138
1339,54,0.533582,0.495409,0.403991,0.431419,0.522747,0.478459,0.705757,0.511347,0.54091,0.515097,0.352371,0.655235,0.481048,0.417225,0.408529,0.690892,0.550685,0.528415,0.584716,0.406266,0.460112,0.518983,0.264489,0.569934,0.658535,0.526433,0.337381,0.594837,0.802599,0.512244,0.31777,0.390683,0.425865,0.628293,0.365375,0.383154
1340,54,0.540751,0.535561,0.410887,0.394391,0.528792,0.526515,0.693299,0.526136,0.510744,0.47741,0.327923,0.66399,0.43735,0.456687,0.387403,0.603905,0.566055,0.537157,0.58481,0.387716,0.534589,0.483633,0.237004,0.585382,0.649405,0.560062,0.408173,0.555391,0.721105,0.498465,0.428548,0.415118,0.491767,0.569939,0.368563,0.366084
1341,57,0.566452,0.475737,0.506982,0.440537,0.516273,0.61925,0.684853,0.563065,0.554418,0.513523,0.397676,0.66851,0.516599,0.451963,0.426463,0.728153,0.520089,0.632663,0.583515,0.544529,0.464064,0.494862,0.378877,0.601228,0.668913,0.530138,0.391416,0.643038,0.772554,0.546374,0.411111,0.414592,0.390951,0.66565,0.402204,0.309667
1342,51,0.544746,0.461883,0.40247,0.47596,0.521347,0.573946,0.676547,0.515672,0.467944,0.4714,0.357103,0.646578,0.470199,0.468215,0.385972,0.692021,0.522255,0.617138,0.575416,0.480076,0.412894,0.477865,0.300598,0.554628,0.615426,0.482673,0.327868,0.59547,0.840578,0.514689,0.370446,0.394243,0.437101,0.556242,0.370642,0.316698
1343,54,0.556959,0.535346,0.518159,0.404346,0.519031,0.57966,0.647533,0.428146,0.512818,0.515248,0.417383,0.684137,0.467624,0.392549,0.376178,0.688996,0.541622,0.584294,0.54548,0.430235,0.493137,0.497981,0.368827,0.599089,0.681286,0.559208,0.412586,0.616259,0.572138,0.446494,0.462679,0.445444,0.438466,0.610934,0.392117,0.350537
1344,57,0.564864,0.533467,0.498792,0.52867,0.534335,0.595844,0.67047,0.482783,0.531531,0.546378,0.364154,0.650322,0.507275,0.435451,0.374593,0.702136,0.524874,0.6213,0.553271,0.391666,0.510648,0.54486,0.386581,0.645125,0.684307,0.553943,0.423143,0.657368,0.605354,0.487392,0.48436,0.428093,0.471713,0.64374,0.350204,0.382062
1345,57,0.569935,0.550534,0.431189,0.402807,0.616679,0.532264,0.72109,0.524628,0.580504,0.474539,0.344837,0.681297,0.45353,0.525642,0.367841,0.696017,0.591061,0.589216,0.636288,0.498745,0.532991,0.53479,0.315262,0.581632,0.652033,0.568633,0.496551,0.659676,0.618288,0.446055,0.460144,0.433456,0.543389,0.677833,0.343918,0.337236
1346,49,0.516077,0.408122,0.464726,0.460138,0.437616,0.519887,0.632824,0.518309,0.443876,0.514569,0.320578,0.604894,0.464822,0.36482,0.428007,0.611989,0.493994,0.528747,0.492236,0.4021,0.427531,0.464378,0.283753,0.562762,0.635225,0.530727,0.286867,0.581955,0.809823,0.446066,0.290181,0.38603,0.39095800000000003,0.51426,0.383277,0.326583
1347,49,0.521545,0.392832,0.443813,0.335271,0.417617,0.509188,0.657912,0.491707,0.507236,0.455426,0.317525,0.653821,0.439529,0.361453,0.423795,0.607455,0.455957,0.551525,0.510279,0.441809,0.40371,0.437266,0.262836,0.546866,0.634752,0.500208,0.274477,0.567342,0.706179,0.446899,0.29982,0.432843,0.404635,0.545712,0.377727,0.244464
1348,55,0.5367,0.511295,0.491608,0.315985,0.510214,0.547051,0.670867,0.594374,0.555141,0.474394,0.280475,0.73401400000000006,0.439496,0.458965,0.409199,0.701952,0.584404,0.603667,0.578762,0.473908,0.468327,0.514892,0.284531,0.567075,0.606959,0.531576,0.334157,0.664205,0.686152,0.508767,0.45318,0.416989,0.47832,0.686971,0.429234,0.302849
1349,54,0.543472,0.507036,0.440391,0.475543,0.546073,0.561814,0.646648,0.511838,0.506369,0.530393,0.422565,0.624259,0.459147,0.415725,0.384598,0.706436,0.516207,0.570653,0.522991,0.480182,0.445367,0.461318,0.36333,0.593185,0.665466,0.627378,0.380511,0.632229,0.822518,0.467608,0.392441,0.401336,0.478896,0.571579,0.310552,0.33626
1350,57,0.548566,0.505715,0.465608,0.323065,0.510688,0.52399,0.720523,0.522957,0.52956,0.49982,0.29769,0.712279,0.483832,0.473475,0.429857,0.615308,0.622811,0.600802,0.615719,0.415548,0.51268,0.510332,0.350317,0.603643,0.645162,0.517747,0.406846,0.608169,0.58824,0.565061,0.438472,0.448391,0.505769,0.651766,0.458578,0.290129
1351,50,0.531645,0.458068,0.41614,0.444515,0.527402,0.551241,0.695263,0.479973,0.488203,0.485135,0.478945,0.607878,0.372268,0.412695,0.362636,0.720023,0.438719,0.521925,0.511383,0.495068,0.464901,0.542753,0.27323,0.54172,0.637625,0.590171,0.344488,0.623324,0.808128,0.39619,0.33043,0.383649,0.425596,0.564432,0.28215,0.347941
1352,52,0.55142,0.492125,0.401505,0.395982,0.491282,0.522128,0.696974,0.482753,0.506692,0.487275,0.263131,0.683999,0.519402,0.498447,0.342782,0.636456,0.519135,0.599599,0.573915,0.460244,0.44646,0.505002,0.348544,0.605314,0.631806,0.473214,0.413412,0.62541,0.659018,0.514776,0.479049,0.42055,0.491934,0.614743,0.475341,0.304649
1353,51,0.517188,0.420913,0.376121,0.519876,0.460709,0.52875,0.710795,0.457526,0.478874,0.50489,0.304908,0.615568,0.437173,0.412645,0.26574,0.624987,0.514695,0.524406,0.52403,0.369227,0.3743,0.443818,0.273034,0.535391,0.625389,0.517831,0.324987,0.602219,0.571907,0.440208,0.362551,0.373369,0.449569,0.558732,0.311913,0.268713
1354,52,0.553254,0.453939,0.475317,0.317335,0.548716,0.654001,0.668065,0.528881,0.494286,0.450966,0.376357,0.735578,0.4716,0.478619,0.383309,0.635574,0.558589,0.532318,0.642819,0.461104,0.490944,0.493446,0.336987,0.61,0.6116,0.566241,0.394597,0.659616,0.8623,0.462311,0.444091,0.411474,0.529027,0.622506,0.374913,0.380789
